序號,答案
20240224162001,151.6
20240224163001,151.6
20240224164001,151.6
20240224165001,151.6
20240226090001,70.02
20240226091001,70.02
20240226092001,70.02
20240226093001,70.02
20240226094001,70.02
20240226095001,70.02
20240226100001,70.02
20240226101001,70.02
20240226102001,70.02
20240226103001,70.02
20240226104001,70.02
20240226105001,70.02
20240226110001,70.02
20240226111001,70.02
20240226112001,70.02
20240226113001,70.02
20240226114001,70.02
20240226115001,70.02
20240226120001,70.02
20240226121001,70.02
20240226122001,70.02
20240226123001,70.02
20240226124001,70.02
20240226125001,70.02
20240226130001,70.02
20240226131001,70.02
20240226132001,70.02
20240226133001,70.02
20240226134001,70.02
20240226135001,70.02
20240226140001,70.02
20240226141001,70.02
20240226142001,70.02
20240226143001,70.02
20240226144001,70.02
20240226145001,70.02
20240226150001,70.02
20240226151001,70.02
20240226152001,70.02
20240226153001,70.02
20240226154001,70.02
20240226155001,70.02
20240226160001,70.02
20240226161001,70.02
20240226162001,70.02
20240226163001,70.02
20240226164001,70.02
20240226165001,70.02
20240327090001,218.86
20240327091001,218.86
20240327092001,218.86
20240327093001,218.86
20240327094001,218.86
20240327095001,218.86
20240327100001,218.86
20240327101001,218.86
20240327102001,218.86
20240327103001,218.86
20240327104001,218.86
20240327105001,218.86
20240327110001,218.86
20240327111001,218.86
20240327112001,218.86
20240327113001,218.86
20240327114001,218.86
20240327115001,218.86
20240327120001,218.86
20240327121001,218.86
20240327122001,218.86
20240327123001,218.86
20240327124001,218.86
20240327125001,218.86
20240327130001,218.86
20240327131001,218.86
20240327132001,218.86
20240327133001,218.86
20240327134001,218.86
20240327135001,218.86
20240327140001,218.86
20240327141001,218.86
20240327142001,218.86
20240327143001,218.86
20240327144001,218.86
20240327145001,218.86
20240327150001,218.86
20240327151001,218.86
20240327152001,218.86
20240327153001,218.86
20240327154001,218.86
20240327155001,218.86
20240327160001,218.86
20240327161001,218.86
20240327162001,218.86
20240327163001,218.86
20240327164001,218.86
20240327165001,218.86
20240329090001,88.84
20240329091001,88.84
20240329092001,88.84
20240329093001,88.84
20240329094001,88.84
20240329095001,88.84
20240329100001,88.84
20240329101001,88.84
20240329102001,88.84
20240329103001,88.84
20240329104001,88.84
20240329105001,88.84
20240329110001,88.84
20240329111001,88.84
20240329112001,88.84
20240329113001,88.84
20240329114001,88.84
20240329115001,88.84
20240329120001,88.84
20240329121001,88.84
20240329122001,88.84
20240329123001,88.84
20240329124001,88.84
20240329125001,88.84
20240329130001,88.84
20240329131001,88.84
20240329132001,88.84
20240329133001,88.84
20240329134001,88.84
20240329135001,88.84
20240329140001,88.84
20240329141001,88.84
20240329142001,88.84
20240329143001,88.84
20240329144001,88.84
20240329145001,88.84
20240329150001,88.84
20240329151001,88.84
20240329152001,88.84
20240329153001,88.84
20240329154001,88.84
20240329155001,88.84
20240329160001,88.84
20240329161001,88.84
20240329162001,88.84
20240329163001,88.84
20240329164001,88.84
20240329165001,88.84
20240428090001,350.4
20240428091001,350.4
20240428092001,350.4
20240428093001,350.4
20240428094001,350.4
20240428095001,350.4
20240428100001,350.4
20240428101001,350.4
20240428102001,350.4
20240428103001,350.4
20240428104001,350.4
20240428105001,350.4
20240428110001,350.4
20240428111001,350.4
20240428112001,350.4
20240428113001,350.4
20240428114001,350.4
20240428115001,350.4
20240428120001,350.4
20240428121001,350.4
20240428122001,350.4
20240428123001,350.4
20240428124001,350.4
20240428125001,350.4
20240428130001,350.4
20240428131001,350.4
20240428132001,350.4
20240428133001,350.4
20240428134001,350.4
20240428135001,350.4
20240428140001,350.4
20240428141001,350.4
20240428142001,350.4
20240428143001,350.4
20240428144001,350.4
20240428145001,350.4
20240428150001,350.4
20240428151001,350.4
20240428152001,350.4
20240428153001,350.4
20240428154001,350.4
20240428155001,350.4
20240428160001,350.4
20240428161001,350.4
20240428162001,350.4
20240428163001,350.4
20240428164001,350.4
20240428165001,350.4
20240430090001,773.84
20240430091001,773.84
20240430092001,773.84
20240430093001,773.84
20240430094001,773.84
20240430095001,773.84
20240430100001,773.84
20240430101001,773.84
20240430102001,773.84
20240430103001,773.84
20240430104001,773.84
20240430105001,773.84
20240430110001,773.84
20240430111001,773.84
20240430112001,773.84
20240430113001,773.84
20240430114001,773.84
20240430115001,773.84
20240430120001,773.84
20240430121001,773.84
20240430122001,773.84
20240430123001,773.84
20240430124001,773.84
20240430125001,773.84
20240430130001,773.84
20240430131001,773.84
20240430132001,773.84
20240430133001,773.84
20240430134001,773.84
20240430135001,773.84
20240430140001,773.84
20240430141001,773.84
20240430142001,773.84
20240430143001,773.84
20240430144001,773.84
20240430145001,773.84
20240430150001,773.84
20240430151001,773.84
20240430152001,773.84
20240430153001,773.84
20240430154001,773.84
20240430155001,773.84
20240430160001,773.84
20240430161001,773.84
20240430162001,773.84
20240430163001,773.84
20240430164001,773.84
20240430165001,773.84
20240515090001,866.1
20240515091001,866.1
20240515092001,866.1
20240515093001,866.1
20240515094001,866.1
20240515095001,866.1
20240515100001,866.1
20240515101001,866.1
20240515102001,866.1
20240515103001,866.1
20240515104001,866.1
20240515105001,866.1
20240515110001,866.1
20240515111001,866.1
20240515112001,866.1
20240515113001,866.1
20240515114001,866.1
20240515115001,866.1
20240515120001,866.1
20240515121001,866.1
20240515122001,866.1
20240515123001,866.1
20240515124001,866.1
20240515125001,866.1
20240515130001,866.1
20240515131001,866.1
20240515132001,866.1
20240515133001,866.1
20240515134001,866.1
20240515135001,866.1
20240515140001,866.1
20240515141001,866.1
20240515142001,866.1
20240515143001,866.1
20240515144001,866.1
20240515145001,866.1
20240515150001,866.1
20240515151001,866.1
20240515152001,866.1
20240515153001,866.1
20240515154001,866.1
20240515155001,866.1
20240515160001,866.1
20240515161001,866.1
20240515162001,866.1
20240515163001,866.1
20240515164001,866.1
20240515165001,866.1
20240520090001,500.55
20240520091001,500.55
20240520092001,500.55
20240520093001,500.55
20240520094001,500.55
20240520095001,500.55
20240520100001,500.55
20240520101001,500.55
20240520102001,500.55
20240520103001,500.55
20240520104001,500.55
20240520105001,500.55
20240520110001,500.55
20240520111001,500.55
20240520112001,500.55
20240520113001,500.55
20240520114001,500.55
20240520115001,500.55
20240520120001,500.55
20240520121001,500.55
20240520122001,500.55
20240520123001,500.55
20240520124001,500.55
20240520125001,500.55
20240520130001,500.55
20240520131001,500.55
20240520132001,500.55
20240520133001,500.55
20240520134001,500.55
20240520135001,500.55
20240520140001,500.55
20240520141001,500.55
20240520142001,500.55
20240520143001,500.55
20240520144001,500.55
20240520145001,500.55
20240520150001,500.55
20240520151001,500.55
20240520152001,500.55
20240520153001,500.55
20240520154001,500.55
20240520155001,500.55
20240520160001,500.55
20240520161001,500.55
20240520162001,500.55
20240520163001,500.55
20240520164001,500.55
20240520165001,500.55
20240613090001,203.07
20240613091001,203.07
20240613092001,203.07
20240613093001,203.07
20240613094001,203.07
20240613095001,203.07
20240613100001,203.07
20240613101001,203.07
20240613102001,203.07
20240613103001,203.07
20240613104001,203.07
20240613105001,203.07
20240613110001,203.07
20240613111001,203.07
20240613112001,203.07
20240613113001,203.07
20240613114001,203.07
20240613115001,203.07
20240613120001,203.07
20240613121001,203.07
20240613122001,203.07
20240613123001,203.07
20240613124001,203.07
20240613125001,203.07
20240613130001,203.07
20240613131001,203.07
20240613132001,203.07
20240613133001,203.07
20240613134001,203.07
20240613135001,203.07
20240613140001,203.07
20240613141001,203.07
20240613142001,203.07
20240613143001,203.07
20240613144001,203.07
20240613145001,203.07
20240613150001,203.07
20240613151001,203.07
20240613152001,203.07
20240613153001,203.07
20240613154001,203.07
20240613155001,203.07
20240613160001,203.07
20240613161001,203.07
20240613162001,203.07
20240613163001,203.07
20240613164001,203.07
20240613165001,203.07
20240615090001,583.85
20240615091001,583.85
20240615092001,583.85
20240615093001,583.85
20240615094001,583.85
20240615095001,583.85
20240615100001,583.85
20240615101001,583.85
20240615102001,583.85
20240615103001,583.85
20240615104001,583.85
20240615105001,583.85
20240615110001,583.85
20240615111001,583.85
20240615112001,583.85
20240615113001,583.85
20240615114001,583.85
20240615115001,583.85
20240615120001,583.85
20240615121001,583.85
20240615122001,583.85
20240615123001,583.85
20240615124001,583.85
20240615125001,583.85
20240615130001,583.85
20240615131001,583.85
20240615132001,583.85
20240615133001,583.85
20240615134001,583.85
20240615135001,583.85
20240615140001,583.85
20240615141001,583.85
20240615142001,583.85
20240615143001,583.85
20240615144001,583.85
20240615145001,583.85
20240615150001,583.85
20240615151001,583.85
20240615152001,583.85
20240615153001,583.85
20240615154001,583.85
20240615155001,583.85
20240615160001,583.85
20240615161001,583.85
20240615162001,583.85
20240615163001,583.85
20240615164001,583.85
20240615165001,583.85
20240703090001,666.76
20240703091001,666.76
20240703092001,666.76
20240703093001,666.76
20240703094001,666.76
20240703095001,666.76
20240703100001,666.76
20240703101001,666.76
20240703102001,666.76
20240703103001,666.76
20240703104001,666.76
20240703105001,666.76
20240703110001,666.76
20240703111001,666.76
20240703112001,666.76
20240703113001,666.76
20240703114001,666.76
20240703115001,666.76
20240703120001,666.76
20240703121001,666.76
20240703122001,666.76
20240703123001,666.76
20240703124001,666.76
20240703125001,666.76
20240703130001,666.76
20240703131001,666.76
20240703132001,666.76
20240703133001,666.76
20240703134001,666.76
20240703135001,666.76
20240703140001,666.76
20240703141001,666.76
20240703142001,666.76
20240703143001,666.76
20240703144001,666.76
20240703145001,666.76
20240703150001,666.76
20240703151001,666.76
20240703152001,666.76
20240703153001,666.76
20240703154001,666.76
20240703155001,666.76
20240703160001,666.76
20240703161001,666.76
20240703162001,666.76
20240703163001,666.76
20240703164001,666.76
20240703165001,666.76
20240707090001,656.06
20240707091001,656.06
20240707092001,656.06
20240707093001,656.06
20240707094001,656.06
20240707095001,656.06
20240707100001,656.06
20240707101001,656.06
20240707102001,656.06
20240707103001,656.06
20240707104001,656.06
20240707105001,656.06
20240707110001,656.06
20240707111001,656.06
20240707112001,656.06
20240707113001,656.06
20240707114001,656.06
20240707115001,656.06
20240707120001,656.06
20240707121001,656.06
20240707122001,656.06
20240707123001,656.06
20240707124001,656.06
20240707125001,656.06
20240707130001,656.06
20240707131001,656.06
20240707132001,656.06
20240707133001,656.06
20240707134001,656.06
20240707135001,656.06
20240707140001,656.06
20240707141001,656.06
20240707142001,656.06
20240707143001,656.06
20240707144001,656.06
20240707145001,656.06
20240707150001,656.06
20240707151001,656.06
20240707152001,656.06
20240707153001,656.06
20240707154001,656.06
20240707155001,656.06
20240707160001,656.06
20240707161001,656.06
20240707162001,656.06
20240707163001,656.06
20240707164001,656.06
20240707165001,656.06
20240125090002,19.52
20240125091002,19.52
20240125092002,19.52
20240125093002,19.52
20240125094002,19.52
20240125095002,19.52
20240125100002,19.52
20240125101002,19.52
20240125102002,19.52
20240125103002,19.52
20240125104002,19.52
20240125105002,19.52
20240125110002,19.52
20240125111002,19.52
20240125112002,19.52
20240125113002,19.52
20240125114002,19.52
20240125115002,19.52
20240125120002,19.52
20240125121002,19.52
20240125122002,19.52
20240125123002,19.52
20240125124002,19.52
20240125125002,19.52
20240125130002,19.52
20240125131002,19.52
20240125132002,19.52
20240125133002,19.52
20240125134002,19.52
20240125135002,19.52
20240125140002,19.52
20240125141002,19.52
20240125142002,19.52
20240125143002,19.52
20240125144002,19.52
20240125145002,19.52
20240125150002,19.52
20240125151002,19.52
20240125152002,19.52
20240125153002,19.52
20240125154002,19.52
20240125155002,19.52
20240125160002,19.52
20240125161002,19.52
20240125162002,19.52
20240125163002,19.52
20240125164002,19.52
20240125165002,19.52
20240128090002,-44.14
20240128091002,-44.14
20240128092002,-44.14
20240128093002,-44.14
20240128094002,-44.14
20240128095002,-44.14
20240128100002,-44.14
20240128101002,-44.14
20240128102002,-44.14
20240128103002,-44.14
20240128104002,-44.14
20240128105002,-44.14
20240128110002,-44.14
20240128111002,-44.14
20240128112002,-44.14
20240128113002,-44.14
20240128114002,-44.14
20240128115002,-44.14
20240128120002,-44.14
20240128121002,-44.14
20240128122002,-44.14
20240128123002,-44.14
20240128124002,-44.14
20240128125002,-44.14
20240128130002,-44.14
20240128131002,-44.14
20240128132002,-44.14
20240128133002,-44.14
20240128134002,-44.14
20240128135002,-44.14
20240128140002,-44.14
20240128141002,-44.14
20240128142002,-44.14
20240128143002,-44.14
20240128144002,-44.14
20240128145002,-44.14
20240128150002,-44.14
20240128151002,-44.14
20240128152002,-44.14
20240128153002,-44.14
20240128154002,-44.14
20240128155002,-44.14
20240128160002,-44.14
20240128161002,-44.14
20240128162002,-44.14
20240128163002,-44.14
20240128164002,-44.14
20240128165002,-44.14
20240213090002,700.29
20240213091002,700.29
20240213092002,700.29
20240213093002,700.29
20240213094002,700.29
20240213095002,700.29
20240213100002,700.29
20240213101002,700.29
20240213102002,700.29
20240213103002,700.29
20240213104002,700.29
20240213105002,700.29
20240213110002,700.29
20240213111002,700.29
20240213112002,700.29
20240213113002,700.29
20240213114002,700.29
20240213115002,700.29
20240213120002,700.29
20240213121002,700.29
20240213122002,700.29
20240213123002,700.29
20240213124002,700.29
20240213125002,700.29
20240213130002,700.29
20240213131002,700.29
20240213132002,700.29
20240213133002,700.29
20240213134002,700.29
20240213135002,700.29
20240213140002,700.29
20240213141002,700.29
20240213142002,700.29
20240213143002,700.29
20240213144002,700.29
20240213145002,700.29
20240213150002,700.29
20240213151002,700.29
20240213152002,700.29
20240213153002,700.29
20240213154002,700.29
20240213155002,700.29
20240213160002,700.29
20240213161002,700.29
20240213162002,700.29
20240213163002,700.29
20240213164002,700.29
20240213165002,700.29
20240226090002,36.66
20240226091002,36.66
20240226092002,36.66
20240226093002,36.66
20240226094002,36.66
20240226095002,36.66
20240226100002,36.66
20240226101002,36.66
20240226102002,36.66
20240226103002,36.66
20240226104002,36.66
20240226105002,36.66
20240226110002,36.66
20240226111002,36.66
20240226112002,36.66
20240226113002,36.66
20240226114002,36.66
20240226115002,36.66
20240226120002,36.66
20240226121002,36.66
20240226122002,36.66
20240226123002,36.66
20240226124002,36.66
20240226125002,36.66
20240226130002,36.66
20240226131002,36.66
20240226132002,36.66
20240226133002,36.66
20240226134002,36.66
20240226135002,36.66
20240226140002,36.66
20240226141002,36.66
20240226142002,36.66
20240226143002,36.66
20240226144002,36.66
20240226145002,36.66
20240226150002,36.66
20240226151002,36.66
20240226152002,36.66
20240226153002,36.66
20240226154002,36.66
20240226155002,36.66
20240226160002,36.66
20240226161002,36.66
20240226162002,36.66
20240226163002,36.66
20240226164002,36.66
20240226165002,36.66
20240319090002,-20.0
20240319091002,-20.0
20240319092002,-20.0
20240319093002,-20.0
20240319094002,-20.0
20240319095002,-20.0
20240319100002,-20.0
20240319101002,-20.0
20240319102002,-20.0
20240319103002,-20.0
20240319104002,-20.0
20240319105002,-20.0
20240319110002,-20.0
20240319111002,-20.0
20240319112002,-20.0
20240319113002,-20.0
20240319114002,-20.0
20240319115002,-20.0
20240319120002,-20.0
20240319121002,-20.0
20240319122002,-20.0
20240319123002,-20.0
20240319124002,-20.0
20240319125002,-20.0
20240319130002,-20.0
20240319131002,-20.0
20240319132002,-20.0
20240319133002,-20.0
20240319134002,-20.0
20240319135002,-20.0
20240319140002,-20.0
20240319141002,-20.0
20240319142002,-20.0
20240319143002,-20.0
20240319144002,-20.0
20240319145002,-20.0
20240319150002,-20.0
20240319151002,-20.0
20240319152002,-20.0
20240319153002,-20.0
20240319154002,-20.0
20240319155002,-20.0
20240319160002,-20.0
20240319161002,-20.0
20240319162002,-20.0
20240319163002,-20.0
20240319164002,-20.0
20240319165002,-20.0
20240427090002,285.47
20240427091002,285.47
20240427092002,285.47
20240427093002,285.47
20240427094002,285.47
20240427095002,285.47
20240427100002,285.47
20240427101002,285.47
20240427102002,285.47
20240427103002,285.47
20240427104002,285.47
20240427105002,285.47
20240427110002,285.47
20240427111002,285.47
20240427112002,285.47
20240427113002,285.47
20240427114002,285.47
20240427115002,285.47
20240427120002,285.47
20240427121002,285.47
20240427122002,285.47
20240427123002,285.47
20240427124002,285.47
20240427125002,285.47
20240427130002,285.47
20240427131002,285.47
20240427132002,285.47
20240427133002,285.47
20240427134002,285.47
20240427135002,285.47
20240427140002,285.47
20240427141002,285.47
20240427142002,285.47
20240427143002,285.47
20240427144002,285.47
20240427145002,285.47
20240427150002,285.47
20240427151002,285.47
20240427152002,285.47
20240427153002,285.47
20240427154002,285.47
20240427155002,285.47
20240427160002,285.47
20240427161002,285.47
20240427162002,285.47
20240427163002,285.47
20240427164002,285.47
20240427165002,285.47
20240508090002,323.44
20240508091002,323.44
20240508092002,323.44
20240508093002,323.44
20240508094002,323.44
20240508095002,323.44
20240508100002,323.44
20240508101002,323.44
20240508102002,323.44
20240508103002,323.44
20240508104002,323.44
20240508105002,323.44
20240508110002,323.44
20240508111002,323.44
20240508112002,323.44
20240508113002,323.44
20240508114002,323.44
20240508115002,323.44
20240508120002,323.44
20240508121002,323.44
20240508122002,323.44
20240508123002,323.44
20240508124002,323.44
20240508125002,323.44
20240508130002,323.44
20240508131002,323.44
20240508132002,323.44
20240508133002,323.44
20240508134002,323.44
20240508135002,323.44
20240508140002,323.44
20240508141002,323.44
20240508142002,323.44
20240508143002,323.44
20240508144002,323.44
20240508145002,323.44
20240508150002,323.44
20240508151002,323.44
20240508152002,323.44
20240508153002,323.44
20240508154002,323.44
20240508155002,323.44
20240508160002,323.44
20240508161002,323.44
20240508162002,323.44
20240508163002,323.44
20240508164002,323.44
20240508165002,323.44
20240705090002,459.71
20240705091002,459.71
20240705092002,459.71
20240705093002,459.71
20240705094002,459.71
20240705095002,459.71
20240705100002,459.71
20240705101002,459.71
20240705102002,459.71
20240705103002,459.71
20240705104002,459.71
20240705105002,459.71
20240705110002,459.71
20240705111002,459.71
20240705112002,459.71
20240705113002,459.71
20240705114002,459.71
20240705115002,459.71
20240705120002,459.71
20240705121002,459.71
20240705122002,459.71
20240705123002,459.71
20240705124002,459.71
20240705125002,459.71
20240705130002,459.71
20240705131002,459.71
20240705132002,459.71
20240705133002,459.71
20240705134002,459.71
20240705135002,459.71
20240705140002,459.71
20240705141002,459.71
20240705142002,459.71
20240705143002,459.71
20240705144002,459.71
20240705145002,459.71
20240705150002,459.71
20240705151002,459.71
20240705152002,459.71
20240705153002,459.71
20240705154002,459.71
20240705155002,459.71
20240705160002,459.71
20240705161002,459.71
20240705162002,459.71
20240705163002,459.71
20240705164002,459.71
20240705165002,459.71
20240707090002,454.9
20240707091002,454.9
20240707092002,454.9
20240707093002,454.9
20240707094002,454.9
20240707095002,454.9
20240707100002,454.9
20240707101002,454.9
20240707102002,454.9
20240707103002,454.9
20240707104002,454.9
20240707105002,454.9
20240707110002,454.9
20240707111002,454.9
20240707112002,454.9
20240707113002,454.9
20240707114002,454.9
20240707115002,454.9
20240707120002,454.9
20240707121002,454.9
20240707122002,454.9
20240707123002,454.9
20240707124002,454.9
20240707125002,454.9
20240707130002,454.9
20240707131002,454.9
20240707132002,454.9
20240707133002,454.9
20240707134002,454.9
20240707135002,454.9
20240707140002,454.9
20240707141002,454.9
20240707142002,454.9
20240707143002,454.9
20240707144002,454.9
20240707145002,454.9
20240707150002,454.9
20240707151002,454.9
20240707152002,454.9
20240707153002,454.9
20240707154002,454.9
20240707155002,454.9
20240707160002,454.9
20240707161002,454.9
20240707162002,454.9
20240707163002,454.9
20240707164002,454.9
20240707165002,454.9
20240317090003,1119.1
20240317091003,1119.1
20240317092003,1119.1
20240317093003,1119.1
20240317094003,1119.1
20240317095003,1119.1
20240317100003,1119.1
20240317101003,1119.1
20240317102003,1119.1
20240317103003,1119.1
20240317104003,1119.1
20240317105003,1119.1
20240317110003,1119.1
20240317111003,1119.1
20240317112003,1119.1
20240317113003,1119.1
20240317114003,1119.1
20240317115003,1119.1
20240317120003,1119.1
20240317121003,1119.1
20240317122003,1119.1
20240317123003,1119.1
20240317124003,1119.1
20240317125003,1119.1
20240317130003,1119.1
20240317131003,1119.1
20240317132003,1119.1
20240317133003,1119.1
20240317134003,1119.1
20240317135003,1119.1
20240317140003,1119.1
20240317141003,1119.1
20240317142003,1119.1
20240317143003,1119.1
20240317144003,1119.1
20240317145003,1119.1
20240317150003,1119.1
20240317151003,1119.1
20240317152003,1119.1
20240317153003,1119.1
20240317154003,1119.1
20240317155003,1119.1
20240317160003,1119.1
20240317161003,1119.1
20240317162003,1119.1
20240317163003,1119.1
20240317164003,1119.1
20240317165003,1119.1
20240414090003,829.0
20240414091003,829.0
20240414092003,829.0
20240414093003,829.0
20240414094003,829.0
20240414095003,829.0
20240414100003,829.0
20240414101003,829.0
20240414102003,829.0
20240414103003,829.0
20240414104003,829.0
20240414105003,829.0
20240414110003,829.0
20240414111003,829.0
20240414112003,829.0
20240414113003,829.0
20240414114003,829.0
20240414115003,829.0
20240414120003,829.0
20240414121003,829.0
20240414122003,829.0
20240414123003,829.0
20240414124003,829.0
20240414125003,829.0
20240414130003,829.0
20240414131003,829.0
20240414132003,829.0
20240414133003,829.0
20240414134003,829.0
20240414135003,829.0
20240414140003,829.0
20240414141003,829.0
20240414142003,829.0
20240414143003,829.0
20240414144003,829.0
20240414145003,829.0
20240414150003,829.0
20240414151003,829.0
20240414152003,829.0
20240414153003,829.0
20240414154003,829.0
20240414155003,829.0
20240414160003,829.0
20240414161003,829.0
20240414162003,829.0
20240414163003,829.0
20240414164003,829.0
20240414165003,829.0
20240524090003,160.03
20240524091003,160.03
20240524092003,160.03
20240524093003,160.03
20240524094003,160.03
20240524095003,160.03
20240524100003,160.03
20240524101003,160.03
20240524102003,160.03
20240524103003,160.03
20240524104003,160.03
20240524105003,160.03
20240524110003,160.03
20240524111003,160.03
20240524112003,160.03
20240524113003,160.03
20240524114003,160.03
20240524115003,160.03
20240524120003,160.03
20240524121003,160.03
20240524122003,160.03
20240524123003,160.03
20240524124003,160.03
20240524125003,160.03
20240524130003,160.03
20240524131003,160.03
20240524132003,160.03
20240524133003,160.03
20240524134003,160.03
20240524135003,160.03
20240524140003,160.03
20240524141003,160.03
20240524142003,160.03
20240524143003,160.03
20240524144003,160.03
20240524145003,160.03
20240524150003,160.03
20240524151003,160.03
20240524152003,160.03
20240524153003,160.03
20240524154003,160.03
20240524155003,160.03
20240524160003,160.03
20240524161003,160.03
20240524162003,160.03
20240524163003,160.03
20240524164003,160.03
20240524165003,160.03
20240526090003,162.54
20240526091003,162.54
20240526092003,162.54
20240526093003,162.54
20240526094003,162.54
20240526095003,162.54
20240526100003,162.54
20240526101003,162.54
20240526102003,162.54
20240526103003,162.54
20240526104003,162.54
20240526105003,162.54
20240526110003,162.54
20240526111003,162.54
20240526112003,162.54
20240526113003,162.54
20240526114003,162.54
20240526115003,162.54
20240526120003,162.54
20240526121003,162.54
20240526122003,162.54
20240526123003,162.54
20240526124003,162.54
20240526125003,162.54
20240526130003,162.54
20240526131003,162.54
20240526132003,162.54
20240526133003,162.54
20240526134003,162.54
20240526135003,162.54
20240526140003,162.54
20240526141003,162.54
20240526142003,162.54
20240526143003,162.54
20240526144003,162.54
20240526145003,162.54
20240526150003,162.54
20240526151003,162.54
20240526152003,162.54
20240526153003,162.54
20240526154003,162.54
20240526155003,162.54
20240526160003,162.54
20240526161003,162.54
20240526162003,162.54
20240526163003,162.54
20240526164003,162.54
20240526165003,162.54
20240603090003,91.88
20240603091003,91.88
20240603092003,91.88
20240603093003,91.88
20240603094003,91.88
20240603095003,91.88
20240603100003,91.88
20240603101003,91.88
20240603102003,91.88
20240603103003,91.88
20240603104003,91.88
20240603105003,91.88
20240603110003,91.88
20240603111003,91.88
20240603112003,91.88
20240603113003,91.88
20240603114003,91.88
20240603115003,91.88
20240603120003,91.88
20240603121003,91.88
20240603122003,91.88
20240603123003,91.88
20240603124003,91.88
20240603125003,91.88
20240603130003,91.88
20240603131003,91.88
20240603132003,91.88
20240603133003,91.88
20240603134003,91.88
20240603135003,91.88
20240603140003,91.88
20240603141003,91.88
20240603142003,91.88
20240603143003,91.88
20240603144003,91.88
20240603145003,91.88
20240603150003,91.88
20240603151003,91.88
20240603152003,91.88
20240603153003,91.88
20240603154003,91.88
20240603155003,91.88
20240603160003,91.88
20240603161003,91.88
20240603162003,91.88
20240603163003,91.88
20240603164003,91.88
20240603165003,91.88
20240620090003,915.21
20240620091003,915.21
20240620092003,915.21
20240620093003,915.21
20240620094003,915.21
20240620095003,915.21
20240620100003,915.21
20240620101003,915.21
20240620102003,915.21
20240620103003,915.21
20240620104003,915.21
20240620105003,915.21
20240620110003,915.21
20240620111003,915.21
20240620112003,915.21
20240620113003,915.21
20240620114003,915.21
20240620115003,915.21
20240620120003,915.21
20240620121003,915.21
20240620122003,915.21
20240620123003,915.21
20240620124003,915.21
20240620125003,915.21
20240620130003,915.21
20240620131003,915.21
20240620132003,915.21
20240620133003,915.21
20240620134003,915.21
20240620135003,915.21
20240620140003,915.21
20240620141003,915.21
20240620142003,915.21
20240620143003,915.21
20240620144003,915.21
20240620145003,915.21
20240620150003,915.21
20240620151003,915.21
20240620152003,915.21
20240620153003,915.21
