序號,答案
20240911165000,240.36
20240912090000,250.32
20240912091000,232.54
20240912092000,216.01
20240912093000,200.54
20240912094000,186.19
20240912095000,173.13
20240912100000,161.55
20240912101000,151.61
20240912102000,143.46
20240912103000,137.28
20240912104000,133.24
20240912105000,131.53
20240912110000,132.36
20240912111000,135.84
20240912112000,141.92
20240912113000,150.49
20240912114000,161.29
20240912115000,173.97
20240912120000,188.06
20240912121000,202.99
20240912122000,218.14
20240912123000,232.87
20240912124000,246.56
20240912125000,258.68
20240912130000,268.83
20240912131000,276.75
20240912132000,282.33
20240912133000,285.61
20240912134000,286.74
20240912135000,285.97
20240912140000,283.56
20240912141000,279.85
20240912142000,275.16
20240912143000,269.79
20240912144000,264.06
20240912145000,258.24
20240912150000,252.59
20240912151000,247.32
20240912152000,242.63
20240912153000,238.68
20240912154000,235.59
20240912155000,233.44
20240912160000,232.29
20240912161000,232.14
20240912162000,232.96
20240912163000,234.67
20240912164000,237.19
20240912165000,240.36
20240913090000,250.32
20240913091000,232.54
20240913092000,216.01
20240913093000,200.54
20240913094000,186.19
20240913095000,173.13
20240913100000,161.55
20240913101000,151.61
20240913102000,143.46
20240913103000,137.28
20240913104000,133.24
20240913105000,131.53
20240913110000,132.36
20240913111000,135.84
20240913112000,141.92
20240913113000,150.49
20240913114000,161.29
20240913115000,173.97
20240913120000,188.06
20240913121000,202.99
20240913122000,218.14
20240913123000,232.87
20240913124000,246.56
20240913125000,258.68
20240913130000,268.83
20240913131000,276.75
20240913132000,282.33
20240913133000,285.61
20240913134000,286.74
20240913135000,285.97
20240913140000,283.56
20240913141000,279.85
20240913142000,275.16
20240913143000,269.79
20240913144000,264.06
20240913145000,258.24
20240913150000,252.59
20240913151000,247.32
20240913152000,242.63
20240913153000,238.68
20240913154000,235.59
20240913155000,233.44
20240913160000,232.29
20240913161000,232.14
20240913162000,232.96
20240913163000,234.67
20240913164000,237.19
20240913165000,240.36
20240914090000,250.32
20240914091000,232.54
20240914092000,216.01
20240914093000,200.54
20240914094000,186.19
20240914095000,173.13
20240914100000,161.55
20240914101000,151.61
20240914102000,143.46
20240914103000,137.28
20240914104000,133.24
20240914105000,131.53
20240914110000,132.36
20240914111000,135.84
20240914112000,141.92
20240914113000,150.49
20240914114000,161.29
20240914115000,173.97
20240914120000,188.06
20240914121000,202.99
20240914122000,218.14
20240914123000,232.87
20240914124000,246.56
20240914125000,258.68
20240914130000,268.83
20240914131000,276.75
20240914132000,282.33
20240914133000,285.61
20240914134000,286.74
20240914135000,285.97
20240914140000,283.56
20240914141000,279.85
20240914142000,275.16
20240914143000,269.79
20240914144000,264.06
20240914145000,258.24
20240914150000,252.59
20240914151000,247.32
20240914152000,242.63
20240914153000,238.68
20240914154000,235.59
20240914155000,233.44
20240914160000,232.29
20240914161000,232.14
20240914162000,232.96
20240914163000,234.67
20240914164000,237.19
20240914165000,240.36
20240915090000,250.32
20240915091000,232.54
20240915092000,216.01
20240915093000,200.54
20240915094000,186.19
20240915095000,173.13
20240915100000,161.55
20240915101000,151.61
20240915102000,143.46
20240915103000,137.28
20240915104000,133.24
20240915105000,131.53
20240915110000,132.36
20240915111000,135.84
20240915112000,141.92
20240915113000,150.49
20240915114000,161.29
20240915115000,173.97
20240915120000,188.06
20240915121000,202.99
20240915122000,218.14
20240915123000,232.87
20240915124000,246.56
20240915125000,258.68
20240915130000,268.83
20240915131000,276.75
20240915132000,282.33
20240915133000,285.61
20240915134000,286.74
20240915135000,285.97
20240915140000,283.56
20240915141000,279.85
20240915142000,275.16
20240915143000,269.79
20240915144000,264.06
20240915145000,258.24
20240915150000,252.59
20240915151000,247.32
20240915152000,242.63
20240915153000,238.68
20240915154000,235.59
20240915155000,233.44
20240915160000,232.29
20240915161000,232.14
20240915162000,232.96
20240915163000,234.67
20240915164000,237.19
20240915165000,240.36
20240916090000,250.32
20240916091000,232.54
20240916092000,216.01
20240916093000,200.54
20240916094000,186.19
20240916095000,173.13
20240916100000,161.55
20240916101000,151.61
20240916102000,143.46
20240916103000,137.28
20240916104000,133.24
20240916105000,131.53
20240916110000,132.36
20240916111000,135.84
20240916112000,141.92
20240916113000,150.49
20240916114000,161.29
20240916115000,173.97
20240916120000,188.06
20240916121000,202.99
20240916122000,218.14
20240916123000,232.87
20240916124000,246.56
20240916125000,258.68
20240916130000,268.83
20240916131000,276.75
20240916132000,282.33
20240916133000,285.61
20240916134000,286.74
20240916135000,285.97
20240916140000,283.56
20240916141000,279.85
20240916142000,275.16
20240916143000,269.79
20240916144000,264.06
20240916145000,258.24
20240916150000,252.59
20240916151000,247.32
20240916152000,242.63
20240916153000,238.68
20240916154000,235.59
20240916155000,233.44
20240916160000,232.29
20240916161000,232.14
20240916162000,232.96
20240916163000,234.67
20240916164000,237.19
20240916165000,240.36
20240917090000,250.32
20240917091000,232.54
20240917092000,216.01
20240917093000,200.54
20240917094000,186.19
20240917095000,173.13
20240917100000,161.55
20240917101000,151.61
20240917102000,143.46
20240917103000,137.28
20240917104000,133.24
20240917105000,131.53
20240917110000,132.36
20240917111000,135.84
20240917112000,141.92
20240917113000,150.49
20240917114000,161.29
20240917115000,173.97
20240917120000,188.06
20240917121000,202.99
20240917122000,218.14
20240917123000,232.87
20240917124000,246.56
20240917125000,258.68
20240917130000,268.83
20240917131000,276.75
20240917132000,282.33
20240917133000,285.61
20240917134000,286.74
20240917135000,285.97
20240917140000,283.56
20240917141000,279.85
20240917142000,275.16
20240917143000,269.79
20240917144000,264.06
20240917145000,258.24
20240917150000,252.59
20240917151000,247.32
20240917152000,242.63
20240917153000,238.68
20240917154000,235.59
20240917155000,233.44
20240917160000,232.29
20240917161000,232.14
20240917162000,232.96
20240917163000,234.67
20240917164000,237.19
20240917165000,240.36
20240918090000,250.32
20240918091000,232.54
20240918092000,216.01
20240918093000,200.54
20240918094000,186.19
20240918095000,173.13
20240918100000,161.55
20240918101000,151.61
20240918102000,143.46
20240918103000,137.28
20240918104000,133.24
20240918105000,131.53
20240918110000,132.36
20240918111000,135.84
20240918112000,141.92
20240918113000,150.49
20240918114000,161.29
20240918115000,173.97
20240918120000,188.06
20240918121000,202.99
20240918122000,218.14
20240918123000,232.87
20240918124000,246.56
20240918125000,258.68
20240918130000,268.83
20240918131000,276.75
20240918132000,282.33
20240918133000,285.61
20240918134000,286.74
20240918135000,285.97
20240918140000,283.56
20240918141000,279.85
20240918142000,275.16
20240918143000,269.79
20240918144000,264.06
20240918145000,258.24
20240918150000,252.59
20240918151000,247.32
20240918152000,242.63
20240918153000,238.68
20240918154000,235.59
20240918155000,233.44
20240918160000,232.29
20240918161000,232.14
20240918162000,232.96
20240918163000,234.67
20240918164000,237.19
20240918165000,240.36
20240919090000,250.32
20240919091000,232.54
20240919092000,216.01
20240919093000,200.54
20240919094000,186.19
20240919095000,173.13
20240919100000,161.55
20240919101000,151.61
20240919102000,143.46
20240919103000,137.28
20240919104000,133.24
20240919105000,131.53
20240919110000,132.36
20240919111000,135.84
20240919112000,141.92
20240919113000,150.49
20240919114000,161.29
20240919115000,173.97
20240919120000,188.06
20240919121000,202.99
20240919122000,218.14
20240919123000,232.87
20240919124000,246.56
20240919125000,258.68
20240919130000,268.83
20240919131000,276.75
20240919132000,282.33
20240919133000,285.61
20240919134000,286.74
20240919135000,285.97
20240919140000,283.56
20240919141000,279.85
20240919142000,275.16
20240919143000,269.79
20240919144000,264.06
20240919145000,258.24
20240919150000,252.59
20240919151000,247.32
20240919152000,242.63
20240919153000,238.68
20240919154000,235.59
20240919155000,233.44
20240919160000,232.29
20240919161000,232.14
20240919162000,232.96
20240919163000,234.67
20240919164000,237.19
20240919165000,240.36
20240920090000,250.32
20240920091000,232.54
20240920092000,216.01
20240920093000,200.54
20240920094000,186.19
20240920095000,173.13
20240920100000,161.55
20240920101000,151.61
20240920102000,143.46
20240920103000,137.28
20240920104000,133.24
20240920105000,131.53
20240920110000,132.36
20240920111000,135.84
20240920112000,141.92
20240920113000,150.49
20240920114000,161.29
20240920115000,173.97
20240920120000,188.06
20240920121000,202.99
20240920122000,218.14
20240920123000,232.87
20240920124000,246.56
20240920125000,258.68
20240920130000,268.83
20240920131000,276.75
20240920132000,282.33
20240920133000,285.61
20240920134000,286.74
20240920135000,285.97
20240920140000,283.56
20240920141000,279.85
20240920142000,275.16
20240920143000,269.79
20240920144000,264.06
20240920145000,258.24
20240920150000,252.59
20240920151000,247.32
20240920152000,242.63
20240920153000,238.68
20240920154000,235.59
20240920155000,233.44
20240920160000,232.29
20240920161000,232.14
20240920162000,232.96
20240920163000,234.67
20240920164000,237.19
20240920165000,240.36
20240921090000,250.32
20240921091000,232.54
20240921092000,216.01
20240921093000,200.54
20240921094000,186.19
20240921095000,173.13
20240921100000,161.55
20240921101000,151.61
20240921102000,143.46
20240921103000,137.28
20240921104000,133.24
20240921105000,131.53
20240921110000,132.36
20240921111000,135.84
20240921112000,141.92
20240921113000,150.49
20240921114000,161.29
20240921115000,173.97
20240921120000,188.06
20240921121000,202.99
20240921122000,218.14
20240921123000,232.87
20240921124000,246.56
20240921125000,258.68
20240921130000,268.83
20240921131000,276.75
20240921132000,282.33
20240921133000,285.61
20240921134000,286.74
20240921135000,285.97
20240921140000,283.56
20240921141000,279.85
20240921142000,275.16
20240921143000,269.79
20240921144000,264.06
20240921145000,258.24
20240921150000,252.59
20240921151000,247.32
20240921152000,242.63
20240921153000,238.68
20240921154000,235.59
20240921155000,233.44
20240921160000,232.29
20240921161000,232.14
20240921162000,232.96
20240921163000,234.67
20240921164000,237.19
20240921165000,240.36
20240922090000,250.32
20240922091000,232.54
20240922092000,216.01
20240922093000,200.54
20240922094000,186.19
20240922095000,173.13
20240922100000,161.55
20240922101000,151.61
20240922102000,143.46
20240922103000,137.28
20240922104000,133.24
20240922105000,131.53
20240922110000,132.36
20240922111000,135.84
20240922112000,141.92
20240922113000,150.49
20240922114000,161.29
20240922115000,173.97
20240922120000,188.06
20240922121000,202.99
20240922122000,218.14
20240922123000,232.87
20240922124000,246.56
20240922125000,258.68
20240922130000,268.83
20240922131000,276.75
20240922132000,282.33
20240922133000,285.61
20240922134000,286.74
20240922135000,285.97
20240922140000,283.56
20240922141000,279.85
20240922142000,275.16
20240922143000,269.79
20240922144000,264.06
20240922145000,258.24
20240922150000,252.59
20240922151000,247.32
20240922152000,242.63
20240922153000,238.68
20240922154000,235.59
20240922155000,233.44
20240922160000,232.29
20240922161000,232.14
20240922162000,232.96
20240922163000,234.67
20240922164000,237.19
20240922165000,240.36
20240923090000,250.32
20240923091000,232.54
20240923092000,216.01
20240923093000,200.54
20240923094000,186.19
20240923095000,173.13
20240923100000,161.55
20240923101000,151.61
20240923102000,143.46
20240923103000,137.28
20240923104000,133.24
20240923105000,131.53
20240923110000,132.36
20240923111000,135.84
20240923112000,141.92
20240923113000,150.49
20240923114000,161.29
20240923115000,173.97
20240923120000,188.06
20240923121000,202.99
20240923122000,218.14
20240923123000,232.87
20240923124000,246.56
20240923125000,258.68
20240923130000,268.83
20240923131000,276.75
20240923132000,282.33
20240923133000,285.61
20240923134000,286.74
20240923135000,285.97
20240923140000,283.56
20240923141000,279.85
20240923142000,275.16
20240923143000,269.79
20240923144000,264.06
20240923145000,258.24
20240923150000,252.59
20240923151000,247.32
20240923152000,242.63
20240923153000,238.68
20240923154000,235.59
20240923155000,233.44
20240923160000,232.29
20240923161000,232.14
20240923162000,232.96
20240923163000,234.67
20240923164000,237.19
20240923165000,240.36
20240924090000,250.32
20240924091000,232.54
20240924092000,216.01
20240924093000,200.54
20240924094000,186.19
20240924095000,173.13
20240924100000,161.55
20240924101000,151.61
20240924102000,143.46
20240924103000,137.28
20240924104000,133.24
20240924105000,131.53
20240924110000,132.36
20240924111000,135.84
20240924112000,141.92
20240924113000,150.49
20240924114000,161.29
20240924115000,173.97
20240924120000,188.06
20240924121000,202.99
20240924122000,218.14
20240924123000,232.87
20240924124000,246.56
20240924125000,258.68
20240924130000,268.83
20240924131000,276.75
20240924132000,282.33
20240924133000,285.61
20240924134000,286.74
20240924135000,285.97
20240924140000,283.56
20240924141000,279.85
20240924142000,275.16
20240924143000,269.79
20240924144000,264.06
20240924145000,258.24
20240924150000,252.59
20240924151000,247.32
20240924152000,242.63
20240924153000,238.68
20240924154000,235.59
20240924155000,233.44
20240924160000,232.29
20240924161000,232.14
20240924162000,232.96
20240924163000,234.67
20240924164000,237.19
20240924165000,240.36
20240925090000,250.32
20240925091000,232.54
20240925092000,216.01
20240925093000,200.54
20240925094000,186.19
20240925095000,173.13
20240925100000,161.55
20240925101000,151.61
20240925102000,143.46
20240925103000,137.28
20240925104000,133.24
20240925105000,131.53
20240925110000,132.36
20240925111000,135.84
20240925112000,141.92
20240925113000,150.49
20240925114000,161.29
20240925115000,173.97
20240925120000,188.06
20240925121000,202.99
20240925122000,218.14
20240925123000,232.87
20240925124000,246.56
20240925125000,258.68
20240925130000,268.83
20240925131000,276.75
20240925132000,282.33
20240925133000,285.61
20240925134000,286.74
20240925135000,285.97
20240925140000,283.56
20240925141000,279.85
20240925142000,275.16
20240925143000,269.79
20240925144000,264.06
20240925145000,258.24
20240925150000,252.59
20240925151000,247.32
20240925152000,242.63
20240925153000,238.68
20240925154000,235.59
20240925155000,233.44
20240925160000,232.29
20240925161000,232.14
20240925162000,232.96
20240925163000,234.67
20240925164000,237.19
20240925165000,240.36
20240926090000,250.32
20240926091000,232.54
20240926092000,216.01
20240926093000,200.54
20240926094000,186.19
20240926095000,173.13
20240926100000,161.55
20240926101000,151.61
20240926102000,143.46
20240926103000,137.28
20240926104000,133.24
20240926105000,131.53
20240926110000,132.36
20240926111000,135.84
20240926112000,141.92
20240926113000,150.49
20240926114000,161.29
20240926115000,173.97
20240926120000,188.06
20240926121000,202.99
20240926122000,218.14
20240926123000,232.87
20240926124000,246.56
20240926125000,258.68
20240926130000,268.83
20240926131000,276.75
20240926132000,282.33
20240926133000,285.61
20240926134000,286.74
20240926135000,285.97
20240926140000,283.56
20240926141000,279.85
20240926142000,275.16
20240926143000,269.79
20240926144000,264.06
20240926145000,258.24
20240926150000,252.59
20240926151000,247.32
20240926152000,242.63
20240926153000,238.68
20240926154000,235.59
20240926155000,233.44
20240926160000,232.29
20240926161000,232.14
20240926162000,232.96
20240926163000,234.67
20240926164000,237.19
20240926165000,240.36
20240927090000,250.32
20240927091000,232.54
20240927092000,216.01
20240927093000,200.54
20240927094000,186.19
20240927095000,173.13
20240927100000,161.55
20240927101000,151.61
20240927102000,143.46
20240927103000,137.28
20240927104000,133.24
20240927105000,131.53
20240927110000,132.36
20240927111000,135.84
20240927112000,141.92
20240927113000,150.49
20240927114000,161.29
20240927115000,173.97
20240927120000,188.06
20240927121000,202.99
20240927122000,218.14
20240927123000,232.87
20240927124000,246.56
20240927125000,258.68
20240927130000,268.83
20240927131000,276.75
20240927132000,282.33
20240927133000,285.61
20240927134000,286.74
20240927135000,285.97
20240927140000,283.56
20240927141000,279.85
20240927142000,275.16
20240927143000,269.79
20240927144000,264.06
20240927145000,258.24
20240927150000,252.59
20240927151000,247.32
20240927152000,242.63
20240927153000,238.68
20240927154000,235.59
20240927155000,233.44
20240927160000,232.29
20240927161000,232.14
20240927162000,232.96
20240927163000,234.67
20240927164000,237.19
20240927165000,240.36
20240928090000,250.32
20240928091000,232.54
20240928092000,216.01
20240928093000,200.54
20240928094000,186.19
20240928095000,173.13
20240928100000,161.55
20240928101000,151.61
20240928102000,143.46
20240928103000,137.28
20240928104000,133.24
20240928105000,131.53
20240928110000,132.36
20240928111000,135.84
20240928112000,141.92
20240928113000,150.49
20240928114000,161.29
20240928115000,173.97
20240928120000,188.06
20240928121000,202.99
20240928122000,218.14
20240928123000,232.87
20240928124000,246.56
20240928125000,258.68
20240928130000,268.83
20240928131000,276.75
20240928132000,282.33
20240928133000,285.61
20240928134000,286.74
20240928135000,285.97
20240928140000,283.56
20240928141000,279.85
20240928142000,275.16
20240928143000,269.79
20240928144000,264.06
20240928145000,258.24
20240928150000,252.59
20240928151000,247.32
20240928152000,242.63
20240928153000,238.68
20240928154000,235.59
20240928155000,233.44
20240928160000,232.29
20240928161000,232.14
20240928162000,232.96
20240928163000,234.67
20240928164000,237.19
20240928165000,240.36
20240929090000,250.32
20240929091000,232.54
20240929092000,216.01
20240929093000,200.54
20240929094000,186.19
20240929095000,173.13
20240929100000,161.55
20240929101000,151.61
20240929102000,143.46
20240929103000,137.28
20240929104000,133.24
20240929105000,131.53
20240929110000,132.36
20240929111000,135.84
20240929112000,141.92
20240929113000,150.49
20240929114000,161.29
20240929115000,173.97
20240929120000,188.06
20240929121000,202.99
20240929122000,218.14
20240929123000,232.87
20240929124000,246.56
20240929125000,258.68
20240929130000,268.83
20240929131000,276.75
20240929132000,282.33
20240929133000,285.61
20240929134000,286.74
20240929135000,285.97
20240929140000,283.56
20240929141000,279.85
20240929142000,275.16
20240929143000,269.79
20240929144000,264.06
20240929145000,258.24
20240929150000,252.59
20240929151000,247.32
20240929152000,242.63
20240929153000,238.68
20240929154000,235.59
20240929155000,233.44
20240929160000,232.29
20240929161000,232.14
20240929162000,232.96
20240929163000,234.67
20240929164000,237.19
20240929165000,240.36
20240930090000,250.32
20240930091000,232.54
20240930092000,216.01
20240930093000,200.54
20240930094000,186.19
20240930095000,173.13
